SNO,Protein A,Protein B,UniProtID A,UniProtID B,PDB ID A,PDB ID B
54,TNFRSF1A,UBC,Q15628,P0CG48,"1F2H, 1F3V, 5XME, 6AC0, 7CSQ","1C3T, 1CMX, 1D3Z, 1F9J, 1FXT, 1G6J, 1GJZ, 1NBF, 1OGW, 1Q5W, 1S1Q, 1SIF, 1TBE, 1UBI, 1UBQ, 1UD7, 1XD3, 1XQQ, 1YX5, 1YX6, 1ZGU, 2AYO, 2BGF, 2DEN, 2FUH, 2G45, 2GBJ, 2GBK, 2GBM, 2GBN, 2GBR, 2GMI, 2HTH, 2IBI, 2J7Q, 2JF5, 2JRI, 2JY6, 2JZZ, 2K25, 2K6D, 2K8B, 2K8C, 2KDF, 2KJH, 2KLG, 2KN5, 2KX0, 2L3Z, 2LD9, 2LVO, 2LVP, 2LVQ, 2LZ6, 2MBO, 2MBQ, 2MCN, 2MI8, 2MJ5, 2MOR, 2MRE, 2MWS, 2N2K, 2NR2, 2O6V, 2OJR, 2PE9, 2PEA, 2RR9, 2RU6, 2W9N, 2WDT, 2XEW, 2Z59, 2ZCB, 2ZVN, 2ZVO, 3A33, 3ALB, 3AUL, 3B08, 3B0A, 3BY4, 3C0R, 3DVG, 3DVN, 3EEC, 3EFU, 3EHV, 3H7P, 3H7S, 3HM3, 3IFW, 3IHP, 3JSV, 3JVZ, 3JW0, 3K9O, 3K9P, 3KVF, 3KW5, 3LDZ, 3MHS, 3MTN, 3N30, 3N32, 3N3K, 3NS8, 3O65, 3OFI, 3OJ4, 3ONS, 3PT2, 3PTF, 3Q3F, 3RUL, 3TMP, 3U30, 3UGB, 3V6C, 3V6E, 3VFK, 3VUW, 3VUX, 3VUY, 3WXE, 3WXF, 3ZNI, 3ZNZ, 4AP4, 4AUQ, 4BOS, 4BOZ, 4BVU, 4DDG, 4DDI, 4DHJ, 4DHZ, 4FJV, 4HK2, 4HXD, 4I6L, 4I6N, 4IG7, 4IUM, 4JQW, 4K1R, 4K7S, 4K7U, 4K7W, 4KSK, 4KSL, 4LCD, 4LDT, 4MDK, 4MM3, 4MSM, 4MSQ, 4NQK, 4UN2, 4V3K, 4V3L, 4XOK, 4XOL, 4ZQS, 5AF4, 5AF5, 5AF6, 5AIU, 5B83, 5C7J, 5C7M, 5E6J, 5H07, 5NL4, 5NLF, 5NLI, 5NMC, 5OE7, 5OHV, 5OXH, 5OXI, 5UDH, 5WQ4, 5ZQ3, 5ZQ4, 5ZQ5, 5ZQ6, 5ZQ7, 6A43, 6A44, 6AQR, 6B7M, 6B7O, 6EQI, 6K2U, 6KBE, 6N13, 6N6R, 6NQA, 6NXK, 6OI4, 6P5B, 6Q00, 6QML, 6RYA, 6S53, 6SQR, 6T7F, 6T9L, 6TNF, 6TTU, 6TUV, 6TXB, 6ULH, 6UMP, 6UMS, 6UPU, 6V5D, 6VAE, 6VAF, 6VEN, 6W9D, 6W9R, 6W9S, 6WJD, 6WKR, 6WTG, 6YPT, 6Z7V, 7B5L, 7B5M, 7B5N, 7BBD, 7BBF, 7BXG, 7EAL, 7EAO, 7EB9, 7JXV, 7K6P, 7K6Q, 7KEO, 7M4M, 7M4N, 7M4O, 7MEX, 7MIC, 7MYF, 7NPI, 7OWD, 7R70, 7R71, 7TV4, 7UV5, 7UYH, 7YUI, 7ZJ3, 8A9J, 8A9K, 8ADB, 8AMS, 8B3G, 8B3I, 8E7O, 8EAZ, 8EB0, 8FTQ, 8JRT, 8JTI, 8K6E, 8K6F, 8K6I, 8K6R, 8K6V, 8OFF, 8PJN, 8PMQ, 8PQL, 8Q7R, 8R5H, 8RX0, 8SSI, 8ST7, 8ST8, 8ST9, 8SVF, 8T48, 8U5H, 9D1I, 9D1Y, 9D1Z, 9D8P, 9DBY, 9DDE, 9DG3, 9EBS, 9EGV, 9EGW, 9FCI, 9FCJ, 9FJ3, 9FJ4"
55,ELAVL1,HNRNPR,Q15717,O43390,"3HI9, 4ED5, 4EGL, 4FXV, 5SZW, 6G2K, 6GC5, 6GD1, 6GD2, 6GD3",2DK2
56,MAP2K1,YWHAH,Q02750,Q04917,"1S9J, 2P55, 3DV3, 3DY7, 3E8N, 3EQB, 3EQC, 3EQD, 3EQF, 3EQG, 3EQH, 3EQI, 3MBL, 3ORN, 3OS3, 3PP1, 3SLS, 3V01, 3V04, 3VVH, 3W8Q, 3WIG, 3ZLS, 3ZLW, 3ZLX, 3ZLY, 3ZM4, 4AN2, 4AN3, 4AN9, 4ANB, 4ARK, 4LMN, 4MNE, 4U7Z, 4U80, 4U81, 5BX0, 5EYM, 5HZE, 5YT3, 6NYB, 6PP9, 6Q0J, 6Q0T, 6U2G, 6V2W, 6X2P, 6X2S, 6X2X, 7B3M, 7B7R, 7B94, 7B9L, 7F2X, 7M0T, 7M0U, 7M0V, 7M0W, 7M0X, 7M0Y, 7M0Z, 7MFD, 7PQV, 7UMB, 7XLP, 7XNC, 8CHF, 8DGS, 8DGT, 8YP4, 9AXA, 9AXC, 9AXH, 9AXM, 9AXX, 9AXY, 9AY7, 9AYA","2C63, 2C74, 7NMZ"
57,HSPA8,YWHAE,P63017,P62258,3CQX,"2BR9, 3UAL, 3UBW, 6EIH, 7C8E, 7V9B, 8DGM, 8DGN, 8DGP, 8DP5, 8Q1S"
58,PDHA1,SUCLA2,P08559,Q9P2R7,"1NI4, 2OZL, 3EXE, 3EXF, 3EXG, 3EXH, 3EXI, 6CER, 6CFO",6G4Q
59,TP53,CSNK1E,Q12888,P49674,"1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U","4HNI, 4HOK"
60,SOD1,PSMC1,P15107,P62191,1XSO,"5GJQ, 5GJR, 5L4G, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 5VGZ, 5VHF, 5VHH, 5VHI, 5VHJ, 5VHM, 5VHN, 5VHO, 5VHP, 5VHQ, 5VHR, 5VHS, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6WJD, 6WJN, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8CVT, 8JRI, 8JRT, 8JTI, 8K0G, 8USB, 8USC, 8USD, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q"
61,CS,NDUFS1,A0A2P1GIW2,P28331,6RT8,"5XTB, 5XTD, 5XTH, 5XTI"
62,ABL1,YWHAZ,P00520,P63104,"1ABO, 1ABQ, 1FPU, 1IEP, 1M52, 1OPJ, 1OPK, 2HZN, 2QOH, 2Z60, 3DK3, 3DK6, 3DK7, 3IK3, 3K5V, 3KF4, 3KFA, 3MS9, 3MSS, 3OXZ, 3OY3, 5IH2, 6HD4, 6HD6","1IB1, 1QJA, 1QJB, 2C1J, 2C1N, 2O02, 2WH0, 3CU8, 3NKX, 3RDH, 4BG6, 4FJ3, 4HKC, 4IHL, 4N7G, 4N7Y, 4N84, 4WRQ, 4ZDR, 5D2D, 5D3F, 5EWZ, 5EXA, 5J31, 5JM4, 5M35, 5M36, 5M37, 5NAS, 5ULO, 5WXN, 5XY9, 6EF5, 6EJL, 6EWW, 6F08, 6F09, 6FN9, 6FNA, 6FNB, 6FNC, 6Q0K, 6RLZ, 6U2H, 6XAG, 6YMO, 6YO8, 6YOS, 6ZFD, 6ZFG, 7D8H, 7D8P, 7D9V, 7MFD, 7MFE, 7MFF, 7Q16, 7ZIT, 8A9G, 8AH2, 8P1H, 8QDV, 8WE2, 8WF6, 9FUM, 9FVL"
63,MFN2,LRRK2,O95140,Q5S007,"6JFK, 6JFL, 6JFM","2ZEJ, 3D6T, 5MY9, 5MYC, 6DLO, 6DLP, 6OJE, 6OJF, 6VNO, 6VP6, 6VP7, 6VP8, 6XAF, 6XR4, 7LHT, 7LHW, 7LI3, 7LI4, 7THY, 7THZ, 8FO2, 8FO7, 8FO8, 8FO9, 8SMC, 8TXZ, 8TYQ, 8TZB, 8TZC, 8TZE, 8TZF, 8TZG, 8TZH, 8U1B, 8U7H, 8U7L, 8U8A, 8U8B, 8VH4, 8VH5, 9C76, 9CHO"
64,MDH2,ALDH2,P40926,P05091,"2DFD, 4WLE, 4WLF, 4WLN, 4WLO, 4WLU, 4WLV","1CW3, 1NZW, 1NZX, 1NZZ, 1O00, 1O01, 1O02, 1O04, 1O05, 1ZUM, 2ONM, 2ONN, 2ONO, 2ONP, 2VLE, 3INJ, 3INL, 3N80, 3N81, 3N82, 3N83, 3SZ9, 4FQF, 4FR8, 4KWF, 4KWG, 5L13, 8DR9, 8SHS"
65,LRRK2,TP53,Q5S007,Q12888,"2ZEJ, 3D6T, 5MY9, 5MYC, 6DLO, 6DLP, 6OJE, 6OJF, 6VNO, 6VP6, 6VP7, 6VP8, 6XAF, 6XR4, 7LHT, 7LHW, 7LI3, 7LI4, 7THY, 7THZ, 8FO2, 8FO7, 8FO8, 8FO9, 8SMC, 8TXZ, 8TYQ, 8TZB, 8TZC, 8TZE, 8TZF, 8TZG, 8TZH, 8U1B, 8U7H, 8U7L, 8U8A, 8U8B, 8VH4, 8VH5, 9C76, 9CHO","1GZH, 1KZY, 1XNI, 2G3R, 2IG0, 2LVM, 2MWO, 2MWP, 3LGF, 3LGL, 3LH0, 4CRI, 4RG2, 4X34, 5ECG, 5J26, 5KGF, 5Z78, 5ZCJ, 6CO1, 6CO2, 6IU7, 6IUA, 6MXX, 6MXY, 6MXZ, 6MY0, 6RML, 6RMM, 6UPT, 6VA5, 6VIP, 7LIN, 7LIO, 7YQK, 8EOM, 8F0W, 8HKW, 8SVG, 8SVH, 8SVI, 8SVJ, 8SWJ, 8T2D, 8U4U"
66,ILF3,PABPC1,Q9Z1X4,P11940,"4AT7, 4AT8, 4AT9, 4ATB, 5DV7","1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO"
67,FBXO7,EIF4G1,Q9Y3I1,Q04637,"4L9C, 4L9H","1LJ2, 1UG3, 2W97, 4AZA, 4F02, 5EHC, 5EI3, 5EIR, 5T46, 5ZK5, 6ZMW, 8HUJ, 8J7R, 8OZ0"
68,UQCRFS1,ACAA2,P47985,P42765,"5XTE, 5XTH, 5XTI","4C2J, 4C2K"
69,SPATA2,TNIP1,Q9UM82,Q15025,"5LJM, 5LJN","7EAL, 7EAO, 7EB9, 8YFK, 8YFL, 8YFM, 8YFN, 9D34"
70,PABPC1,U2AF1,P11940,Q01081,"1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO",1JMT
71,IKBKG,SQSTM1,Q9Y6K9,Q64337,"2JVX, 2JVY, 3BRT, 3BRV, 3CL3, 3FX0, 4BWN, 5AAY, 5LDE, 6MI3, 6MI4, 6XX0, 6YEK, 7T2U, 7TV4, 9AZJ","2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ"
72,CS,HSPA9,A0A2P1GIW2,P38646,6RT8,"3N8E, 4KBO, 6NHK, 6P2U, 6PMT, 9BLS, 9BLT, 9BLU"
73,VAPB,OSBPL1A,O95292,Q9BXW6,"2MDK, 3IKK","5ZM5, 5ZM6, 5ZM7, 6IYB, 6TQS, 8ZQ3"
74,STAT5B,CTLA4,P51692,P16410,"6MBW, 6MBZ","1AH1, 1H6E, 1I85, 1I8L, 2X44, 3BX7, 3OSK, 5GGV, 5TRU, 5XJ3, 6RP8, 6RPJ, 6RQM, 6XY2, 7CIO, 7DV4, 7ELX, 7SU0, 7SU1, 8GAB, 8HIT, 9DQ3"
75,IFNL3,IL12RB1,Q8IZI9,P42701,"3HHC, 5T5W, 9BPV","6WDP, 6WDQ, 8C7M, 8ODX, 8OE4, 8XRP, 8YI7"
76,DDX58,SQSTM1,O95786,Q64337,"2LWD, 2LWE, 2QFB, 2QFD, 2RMJ, 2YKG, 3LRN, 3LRR, 3NCU, 3OG8, 3ZD6, 3ZD7, 4AY2, 4BPB, 4NQK, 4ON9, 4P4H, 5E3H, 5F98, 5F9F, 5F9H, 6GPG, 6KYV, 7BAH, 7BAI, 7JL1, 7JL3, 7MK1, 7TNX, 7TNY, 7TNZ, 7TO0, 7TO1, 7TO2, 8DVR, 8DVS, 8DVU, 8G7T, 8G7U, 8G7V, 8SCZ, 8SD0","2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ"
77,TNF,CD276,Q7TS55,Q8VE98,"2Q8O, 2QDN, 3B9I, 3FC0, 7E57, 7KHX",4I0K
78,CS,UQCRC2,A0A2P1GIW2,P22695,6RT8,"5XTE, 5XTH, 5XTI"
79,SNRNP70,SYNCRIP,P08621,O60506,"2L5I, 2L5J, 3CW1, 3PGW, 4PJO, 4PKD, 6QX9, 7B0Y, 7VPX, 8R08","2DGU, 2MXT, 2NBB, 6KOR"
80,IDH2,TPI1,P28241,P60174,"3BLV, 3BLW, 3BLX","1HTI, 1KLG, 1KLU, 1WYI, 2IAM, 2IAN, 2JK2, 2VOM, 4BR1, 4E41, 4POC, 4POD, 4UNK, 4UNL, 4ZVJ, 6C2G, 6D43, 6NLH, 6UP1, 6UP5, 6UP8, 6UPF, 7RDE, 7SX1, 7T0Q, 7UXB, 7UXV"
81,HDAC6,PLAA,Q9UBN7,Q9Y263,"3C5K, 3GV4, 3PHD, 5B8D, 5EDU, 5KH3, 5KH7, 5KH9, 5WBN, 5WPB, 6CE6, 6CE8, 6CEA, 6CEC, 6CED, 6CEE, 6CEF, 7ZYU, 8G43, 8G44, 8G45","2K89, 2K8A, 2K8B, 2K8C, 3EBB"
82,HSPD1,TIMM44,P10809,O43615,"4PJ1, 6HT7, 6MRC, 6MRD, 7AZP, 7L7S, 8G7J, 8G7K, 8G7L, 8G7M, 8G7N, 8G7O, 8U39",2CW9
83,STAT5A,CTLA4,P42229,P16410,"7TVA, 7TVB, 7UBT, 7UC6, 7UC7","1AH1, 1H6E, 1I85, 1I8L, 2X44, 3BX7, 3OSK, 5GGV, 5TRU, 5XJ3, 6RP8, 6RPJ, 6RQM, 6XY2, 7CIO, 7DV4, 7ELX, 7SU0, 7SU1, 8GAB, 8HIT, 9DQ3"
84,UBQLN2,NBR1,Q9UHD9,Q9SB64,"1J8C, 2NBV, 6MUN, 7F7X","6TGN, 6TGP, 6TGS"
85,MRPL30,RPS9,Q8TCC3,P46781,"3J7Y, 3J9M, 5OOL, 5OOM, 6I9R, 6NU2, 6NU3, 6VLZ, 6VMI, 6ZM5, 6ZM6, 6ZS9, 6ZSA, 6ZSB, 6ZSC, 6ZSD, 6ZSE, 6ZSG, 7A5F, 7A5G, 7A5H, 7A5I, 7A5J, 7A5K, 7L08, 7L20, 7O9K, 7O9M, 7ODR, 7ODS, 7ODT, 7OF0, 7OF2, 7OF3, 7OF4, 7OF5, 7OF6, 7OF7, 7OG4, 7OI6, 7OI7, 7OI8, 7OI9, 7OIA, 7OIB, 7OIC, 7OID, 7OIE, 7PD3, 7PO4, 7QH6, 7QH7, 7QI4, 7QI5, 7QI6, 8ANY, 8K2A, 8K2B, 8OIR, 8OIT, 8PK0, 8QSJ, 8QU1, 8QU5, 8XT0, 8XT1, 8XT2, 8XT3","4UG0, 4V6X, 5A2Q, 5AJ0, 5FLX, 5LKS, 5OA3, 5T2C, 5VYC, 6FEC, 6G18, 6G4S, 6G4W, 6G51, 6G53, 6G5H, 6G5I, 6IP5, 6IP6, 6IP8, 6OLE, 6OLF, 6OLG, 6OLI, 6OLZ, 6OM0, 6OM7, 6QZP, 6XA1, 6Y0G, 6Y2L, 6Y57, 6YBW, 6Z6L, 6Z6M, 6Z6N, 6ZLW, 6ZM7, 6ZME, 6ZMI, 6ZMO, 6ZMT, 6ZMW, 6ZN5, 6ZOJ, 6ZOK, 6ZON, 6ZP4, 6ZUO, 6ZV6, 6ZVH, 6ZVJ, 6ZXD, 6ZXE, 6ZXF, 6ZXG, 6ZXH, 7A09, 7K5I, 7MQ8, 7MQ9, 7MQA, 7QP6, 7QP7, 7R4X, 7TQL, 7WTS, 7WTT, 7WTU, 7WTV, 7WTW, 7WTX, 7WTZ, 7WU0, 7XNX, 7XNY, 8G5Y, 8G5Z, 8G60, 8G61, 8G6J, 8GLP, 8IFD, 8IFE, 8JDJ, 8JDK, 8JDL, 8JDM, 8K2C, 8OZ0, 8PJ1, 8PJ2, 8PJ3, 8PJ4, 8PJ5, 8PJ6, 8PPK, 8PPL, 8QOI, 8T4S, 8UKB, 8XP2, 8XP3, 8XSX, 8XSY, 8XSZ, 8XXL, 8XXM, 8XXN, 8Y0W, 8Y0X, 8YOO, 8YOP, 8ZDB, 8ZDC, 8ZDD, 9BKD, 9BLN, 9C3H, 9G8M, 9G8O"
86,PABPC1,SRSF1,P11940,Q6PDM2,"1CVJ, 1G9L, 1JGN, 1JH4, 2D9P, 2K8G, 2RQG, 2RQH, 2X04, 3KTP, 3KTR, 3KUI, 3KUJ, 3KUR, 3KUS, 3KUT, 3PKN, 3PTH, 4F02, 4F25, 4F26, 5DX1, 5DX8, 5DXA, 5LGP, 5LGQ, 5LGR, 5LGS, 7BN3, 8SMO",1X4C
87,PDHA1,NDUFS1,P08559,P28331,"1NI4, 2OZL, 3EXE, 3EXF, 3EXG, 3EXH, 3EXI, 6CER, 6CFO","5XTB, 5XTD, 5XTH, 5XTI"
88,CYLD,MLKL,Q9NQC7,Q8NB16,"1IXD, 1WHL, 1WHM, 2VHF, 7OWC, 7OWD","2MSV, 4M67, 4MWI, 5KNJ, 5KO1, 6BWK, 6D74, 6LK5, 6LK6, 6O5Z, 6UX8, 6ZLE, 6ZPR, 6ZVO, 6ZZ1, 7JW7, 7JXU, 7MON, 7NM2, 7NM4, 7NM5, 8SLZ"
89,MAVS,SQSTM1,Q8VCF0,Q64337,4GHU,"2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ"
90,GAPDH,GOT2,P04406,P00505,"1U8F, 1ZNQ, 3GPD, 4WNC, 4WNI, 6ADE, 6IQ6, 6M61, 6YND, 6YNE, 6YNF, 6YNH, 8DNS, 8G12, 8G13, 8G14, 8G15, 8G16, 8G17, 8P5F","5AX8, 8SKR"
91,SOD1,PSMA6,P15107,P60900,1XSO,"4R3O, 4R67, 5A0Q, 5GJQ, 5GJR, 5L4G, 5LE5, 5LEX, 5LEY, 5LEZ, 5LF0, 5LF1, 5LF3, 5LF4, 5LF6, 5LF7, 5LN3, 5M32, 5T0C, 5T0G, 5T0H, 5T0I, 5T0J, 5VFO, 5VFP, 5VFQ, 5VFR, 5VFS, 5VFT, 5VFU, 6AVO, 6E5B, 6KWY, 6MSB, 6MSD, 6MSE, 6MSG, 6MSH, 6MSJ, 6MSK, 6R70, 6REY, 6RGQ, 6WJD, 6WJN, 6XMJ, 7AWE, 7B12, 7LXV, 7NAN, 7NAO, 7NAP, 7NAQ, 7NHT, 7PG9, 7QXN, 7QXP, 7QXU, 7QXW, 7QXX, 7QY7, 7QYA, 7QYB, 7V5G, 7V5M, 7W37, 7W38, 7W39, 7W3A, 7W3B, 7W3C, 7W3F, 7W3G, 7W3H, 7W3I, 7W3J, 7W3K, 7W3M, 8BZL, 8CVR, 8CVS, 8CVT, 8CXB, 8JRI, 8JRT, 8JTI, 8K0G, 8QYJ, 8QYL, 8QYM, 8QYN, 8QYO, 8QYS, 8QZ9, 8TM3, 8TM4, 8TM5, 8TM6, 8UD9, 8USB, 8USC, 8YIX, 8YIY, 8YIZ, 9E8G, 9E8H, 9E8I, 9E8J, 9E8K, 9E8L, 9E8N, 9E8O, 9E8Q, 9HMN"
92,HNRNPDL,U2AF2,O14979,P26368,7ZIR,"1JMT, 1O0P, 1OPI, 1U2F, 2G4B, 2HZC, 2M0G, 2U2F, 2YH0, 2YH1, 3VAF, 3VAG, 3VAH, 3VAI, 3VAJ, 3VAK, 3VAL, 3VAM, 4FXW, 4TU7, 4TU8, 4TU9, 5EV1, 5EV2, 5EV3, 5EV4, 5W0G, 5W0H, 6TR0, 6XLV, 6XLW, 6XLX, 7S3A, 7S3B, 7S3C, 7SN6, 8P25, 9C7A, 9C7B, 9DWU"
93,HSCB,IBA57,Q8IWL3,Q5T440,3BVO,"6GEU, 6QE3, 6QE4"
94,SYNCRIP,SRSF3,O60506,P84103,"2DGU, 2MXT, 2NBB, 6KOR","2I2Y, 2I38, 9ASQ"
95,MDH2,NDUFS2,P40926,O75306,"2DFD, 4WLE, 4WLF, 4WLN, 4WLO, 4WLU, 4WLV","5XTB, 5XTC, 5XTD, 5XTH, 5XTI"
96,SNRPC,HNRNPA1,P09234,P09651,"2VRD, 3CW1, 4PJO, 6ELD, 6QX9, 7VPX","1HA1, 1L3K, 1PGZ, 1PO6, 1U1K, 1U1L, 1U1M, 1U1N, 1U1O, 1U1P, 1U1Q, 1U1R, 1UP1, 2H4M, 2LYV, 2UP1, 4YOE, 5MPG, 5MPL, 5ZGD, 5ZGL, 6BXX, 6DCL, 6J60, 7BX7, 7ZJ2, 8IK7, 8IKB, 8IKP, 8IKS, 8RZV, 8X0N, 9F1S, 9F4D, 9F4G, 9F4H, 9F4J, 9F4K, 9F4L, 9F4N, 9F4O, 9F4P, 9F4Q, 9F4R, 9F4S, 9F4T, 9F4U, 9F4V, 9F4W, 9F4X, 9F4Y, 9F4Z, 9F50, 9F51, 9F52, 9F53, 9F54, 9F55, 9F5C, 9F5D, 9F5E, 9F5F, 9F5G, 9F5K, 9F7F, 9F7H, 9GEA, 9GPJ, 9HQ9, 9HQJ, 9HQL"
97,MAP2K1,YWHAG,Q02750,P61982,"1S9J, 2P55, 3DV3, 3DY7, 3E8N, 3EQB, 3EQC, 3EQD, 3EQF, 3EQG, 3EQH, 3EQI, 3MBL, 3ORN, 3OS3, 3PP1, 3SLS, 3V01, 3V04, 3VVH, 3W8Q, 3WIG, 3ZLS, 3ZLW, 3ZLX, 3ZLY, 3ZM4, 4AN2, 4AN3, 4AN9, 4ANB, 4ARK, 4LMN, 4MNE, 4U7Z, 4U80, 4U81, 5BX0, 5EYM, 5HZE, 5YT3, 6NYB, 6PP9, 6Q0J, 6Q0T, 6U2G, 6V2W, 6X2P, 6X2S, 6X2X, 7B3M, 7B7R, 7B94, 7B9L, 7F2X, 7M0T, 7M0U, 7M0V, 7M0W, 7M0X, 7M0Y, 7M0Z, 7MFD, 7PQV, 7UMB, 7XLP, 7XNC, 8CHF, 8DGS, 8DGT, 8YP4, 9AXA, 9AXC, 9AXH, 9AXM, 9AXX, 9AXY, 9AY7, 9AYA",8XI3
98,FUNDC1,SQSTM1,Q8IVP5,Q64337,"2N9X, 5GMV","2RRU, 2ZJD, 3ADE, 3B0F, 3WDZ"
99,TBK1,TNIP1,Q9WUN2,Q15025,"4JL9, 4JLC, 6O8C","7EAL, 7EAO, 7EB9, 8YFK, 8YFL, 8YFM, 8YFN, 9D34"
100,TARDBP,SSB,Q13148,P0AGE0,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR","1EQQ, 1EYG, 1KAW, 1QVC, 1SRU, 3C94, 3Q8D, 3SXU, 3UF7, 4MZ9, 4Z0U, 8TG7, 8TG8, 8TGC"
101,CS,GRPEL1,A0A2P1GIW2,Q9HAV7,6RT8,"9BLS, 9BLT, 9BLU"
102,MARK2,YWHAE,Q7KZI7,P62258,"3IEC, 5EAK, 5KZ7, 5KZ8, 8TXY","2BR9, 3UAL, 3UBW, 6EIH, 7C8E, 7V9B, 8DGM, 8DGN, 8DGP, 8DP5, 8Q1S"
103,MDM4,YWHAE,O15151,P62258,"2CR8, 2MWY, 2N06, 2N0U, 2N0W, 2N14, 2VJE, 2VJF, 2VYR, 3DAB, 3EQY, 3FDO, 3FE7, 3FEA, 3JZO, 3JZP, 3JZQ, 3LBJ, 3MQR, 3U15, 4RXZ, 5MNJ, 5UML, 5VK1, 6Q9Q, 6Q9S, 6Q9U, 6Q9W, 6Q9Y, 6YR5, 6YR7, 7C3Q, 7C3Y, 7C44, 7EL4, 7KJN, 7MLA, 8HDG, 8IA5","2BR9, 3UAL, 3UBW, 6EIH, 7C8E, 7V9B, 8DGM, 8DGN, 8DGP, 8DP5, 8Q1S"
104,CS,NDUFS3,A0A2P1GIW2,O75489,6RT8,"5XTB, 5XTD, 5XTH, 5XTI"
105,HSPA8,TARDBP,P63017,Q13148,3CQX,"1WF0, 2CQG, 2N2C, 2N3X, 2N4G, 2N4H, 2N4P, 4BS2, 4IUF, 4Y00, 4Y0F, 5MDI, 5MRG, 5W50, 5W52, 5W7V, 5WHN, 5WHP, 5WIA, 5WIQ, 5WKB, 5WKD, 5X4F, 6B1G, 6CF4, 6CFH, 6N37, 6N3A, 6N3B, 6N3C, 6T4B, 7KWZ, 7N9H, 7PY2, 7Q3U, 8A6I, 8CG3, 8CGG, 8CGH, 8QX9, 8QXA, 8QXB, 9FOF, 9FOR"
106,HNRNPDL,ILF3,O14979,Q9Z1X4,7ZIR,"4AT7, 4AT8, 4AT9, 4ATB, 5DV7"
